date, pm25, pm10, o3, no2, so2, co
2024/7/1, , 1, 11, 3, 6, 7
2024/7/15, , 3, 3, 1, 6, 16
2024/7/16, , 3, , 2, 6, 9
2024/7/19, , 3, 3, 3, 7, 3
2024/7/20, , 3, 3, 3, 6, 3
2024/7/21, , 3, 3, 1, 6, 3
2024/7/22, , 2, 3, 1, 7, 3
2024/7/23, , 2, 3, 3, 9, 3
2024/7/24, , 3, 3, 3, 7, 4
2024/7/26, , 3, 40, 5, 7, 4
2024/7/27, , 3, 18, 4, 7, 3
2024/7/28, , 3, 12, 5, 7, 3
2024/7/29, , 3, 13, 4, 7, 3
2024/7/30, , 3, 8, 4, 8, 4
2024/7/31, , 3, 9, 3, 7, 3
2024/8/1, , 3, 11, 2, 7, 3
2024/8/2, , 2, 10, 1, 7, 3
2024/8/3, , 2, 13, 2, 7, 3
2024/8/4, , 2, 13, 2, 7, 3
2024/8/5, , 2, 13, 3, 7, 3
2024/8/8, , 2, 3, 3, 8, 2
2024/8/18, , 13, 16, 3, 7, 4
2024/8/21, , 12, 10, 2, 7, 30
2024/8/30, , 12, 22, 4, 7, 3
2024/9/6, , 2, 16, 2, 8, 24
2024/5/20, , 7, 16, 6, 5, 5
2024/5/25, , 4, 11, 3, 5, 4
2024/6/6, , 8, 10, 4, 5, 5
2024/6/10, , 2, 15, 2, 4, 2
2024/6/22, , 3, 12, 2, , 3
2024/6/23, , 3, 8, 4, 7, 3
2024/6/24, , 3, 8, 4, 7, 4
2024/6/25, , 3, 8, 3, 6, 3
2024/6/26, , 3, 10, 2, 6, 3
2024/6/27, , 3, 8, 2, 6, 3
2024/6/28, , 3, 15, 3, 6, 40
2024/6/29, , 3, 22, 3, 6, 85
2024/6/30, , 3, 19, 4, 6, 45
2024/1/1, , 2, 18, 10, 8, 6
2024/1/7, , 8, 19, 9, 1, 8
2024/1/8, , 10, 15, 9, 1, 8
2024/1/12, , 3, 23, 6, 1, 6
2024/1/24, , 6, 14, 4, 7, 6
2024/2/9, , 14, 10, 7, , 6
2024/2/18, , 9, 11, 5, 1, 5
2024/3/11, , 11, 19, 11, 3, 6
2024/3/12, , 8, 21, 9, 2, 5
2024/3/13, , 8, 11, 6, 1, 5
2024/3/17, , 14, 3, 8, 7, 7
2024/3/26, , 10, 5, 5, 4, 6
2023/10/2, , 10, 18, 7, 5, 2
2023/10/8, , 3, 17, 4, 2, 3
2023/10/17, , 3, 20, 7, 3, 5
2023/11/4, , 1, 15, 6, 5, 5
2023/11/11, , 1, 16, 4, 4, 5
2023/11/15, , 1, 17, 3, 2, 7
2023/11/16, , 1, 20, 3, 2, 6
2023/11/22, , 1, 16, 7, 4, 5
2023/11/24, , 1, 24, 7, 4, 5
2023/11/25, , 1, 23, 6, 4, 5
2023/11/26, , 1, 29, 7, 4, 6
2023/11/27, , 1, 29, 6, 4, 6
2023/12/3, , 1, 9, 3, 4, 6
2023/12/4, , 1, 6, 7, 10, 6
2023/12/5, , 1, 14, 5, 4, 6
2023/12/6, , 1, 18, 7, 5, 6
2023/12/7, , 1, 26, 8, 6, 6
2023/12/8, , 1, 21, 7, 5, 6
2023/12/9, , 1, 18, 6, 5, 6
2023/12/10, , 1, 12, 7, 5, 5
2023/12/11, , 1, 12, 9, 6, 5
2023/7/30, , 13, 2, 6, 1, 2
2023/8/23, , 33, 3, 7, 3, 2
2023/9/26, , 3, 7, 3, 3, 
2023/4/26, , 51, 10, 12, 32, 4
2023/5/2, , 27, 6, 4, 29, 
2023/6/5, , 17, 5, 5, 37, 3
2023/6/22, , 12, 3, 4, 19, 4
2023/2/9, , 26, 4, 5, 2, 9
2022/10/6, , 26, 13, 4, 5, 3
2022/11/15, , 30, , 4, 8, 
2022/12/16, , 58, 15, 7, 2, 3
2022/8/1, , 18, 5, 6, 14, 1
2022/9/4, , 15, 13, 4, 4, 2
2022/9/10, , 15, 12, 5, 4, 2
2022/9/17, , 29, 17, 7, 5, 
2022/9/29, , 10, 8, 3, 5, 3
2022/4/12, , 37, 11, 8, 16, 1
2021/5/3, , 8, 1, 16, 5, 15
2021/6/14, , 9, 6, 3, 12, 3
2021/3/3, , 5, 7, 15, 31, 
2020/9/6, , 6, 11, 5, 28, 
2020/6/20, , 9, 24, 9, 28, 5
2025/8/20, , , 6, 1, 5, 
2025/8/21, , , 8, , , 
2025/4/26, , , 7, 5, 3, 
2024/7/18, , , 3, 4, 6, 6
2023/12/24, , , 20, 9, 8, 7
2023/12/25, , , 14, 6, 4, 7
2025/8/19, , , , 1, 6, 
2024/7/17, , , , 1, 6, 10
