date, pm25, pm10, o3, no2, so2, co
2024/10/22, 2, 6, 3, 5, 6, 2
2024/10/23, 2, , , , , 
2024/7/1, 11, 9, 7, 1, 10, 4
2024/7/2, 10, 10, 8, 2, 10, 4
2024/7/3, 15, 7, 5, , 10, 4
2024/7/4, 10, 5, 6, 1, 9, 4
2024/7/5, 5, 6, 7, 1, 10, 5
2024/7/6, 5, 4, 6, , 10, 4
2024/7/7, 6, 5, 6, 1, 11, 4
2024/7/8, 8, 6, 9, , 10, 4
2024/7/9, 9, 6, 10, 1, 10, 5
2024/7/10, 9, 6, 9, 1, 10, 5
2024/7/11, 8, 6, 8, 1, 10, 5
2024/7/12, 9, 6, 8, 1, 10, 5
2024/7/13, 7, 5, 7, 1, 10, 5
2024/7/14, 5, 7, 7, 1, 10, 5
2024/7/15, 8, 6, 7, 1, 8, 4
2024/7/16, 8, 5, 6, 2, 8, 5
2024/7/17, 6, 3, 6, 1, 10, 5
2024/7/18, 3, 4, 6, 1, 10, 6
2024/7/19, 5, 6, 5, 1, 11, 6
2024/7/20, 8, 8, 7, 1, 11, 5
2024/7/21, 9, 4, 6, 1, 11, 5
2024/7/22, 5, 15, 5, 1, 33, 5
2024/7/23, 3, 1, 6, 2, 12, 6
2024/7/24, 3, 4, 8, , 10, 6
2024/7/25, 6, 11, 23, 3, 10, 6
2024/7/26, 20, 6, 3, , 10, 3
2024/7/27, 7, 4, 2, , 10, 3
2024/7/28, 4, 4, 2, 1, 10, 3
2024/7/29, 3, 2, 2, 2, 10, 3
2024/7/30, 1, 3, 2, 2, 10, 3
2024/7/31, 4, 8, 2, 2, 10, 3
2024/8/1, 10, 6, 2, 2, 9, 2
2024/8/2, 7, 7, 2, 1, 9, 2
2024/8/3, 8, 4, 2, 2, 9, 2
2024/8/4, 4, 4, 2, 1, 9, 2
2024/8/5, 4, 5, 2, 1, 9, 2
2024/8/6, 5, 5, 2, 1, 9, 2
2024/8/7, 5, 4, 2, 1, 9, 2
2024/8/8, 4, 4, 2, 1, 9, 2
2024/8/9, 5, 5, 3, 1, 9, 2
2024/8/10, 5, 5, 2, , 9, 2
2024/8/11, 5, 1, 2, 1, 9, 3
2024/8/12, 3, 3, 2, 1, 9, 2
2024/8/13, 2, 10, 2, 1, 9, 3
2024/8/14, 10, 3, 2, 1, 9, 3
2024/8/15, 6, 1, 2, 2, 9, 4
2024/8/28, 1, 7, 2, 1, 9, 3
2024/8/29, 8, 1, 3, 1, 8, 3
2024/8/30, 2, 1, 2, 2, 8, 4
2024/4/1, 20, 13, 11, 2, 5, 5
2024/4/2, 21, 16, 10, 2, 5, 5
2024/4/3, 25, 16, 9, 1, 6, 5
2024/4/4, 24, 17, 9, 3, 6, 5
2024/4/5, 25, 23, 8, 4, 6, 6
2024/4/6, 27, 20, 6, 4, 6, 6
2024/4/7, 22, 11, 5, 2, 6, 6
2024/4/8, 10, 11, 9, 4, 6, 6
2024/4/9, 7, 16, 11, 4, 6, 6
2024/4/10, 21, 15, 11, 3, 6, 5
2024/4/11, 20, 17, 9, 2, 6, 5
2024/4/12, 21, 12, 9, 1, 6, 5
2024/4/13, 14, 10, 8, 1, 6, 4
2024/4/14, 13, 9, 9, 1, 6, 4
2024/4/15, 10, 6, 10, 2, 6, 4
2024/4/16, 6, 5, 8, 1, 6, 4
2024/4/17, 6, 6, 10, 1, 6, 4
2024/4/18, 5, 9, 10, 1, 6, 4
2024/4/19, 13, 12, 10, 1, 6, 4
2024/4/20, 17, 13, 15, 3, 6, 5
2024/4/21, 14, 9, 13, 4, 6, 5
2024/4/22, 8, 15, 9, 4, 7, 4
2024/4/23, 15, 23, 6, 7, 7, 6
2024/4/24, 21, 13, 11, 3, , 6
2024/4/25, 15, 18, 13, 1, , 6
2024/4/26, 25, 23, 16, 3, 7, 6
2024/4/27, 32, 22, 10, 4, 7, 6
2024/4/28, 30, 19, 12, 1, 7, 5
2024/4/29, 27, 20, 14, 2, , 6
2024/4/30, 29, 11, 14, 5, 7, 6
2024/5/1, 9, 6, 8, 7, 7, 7
2024/5/2, 5, 6, 11, 4, 7, 7
2024/5/3, 6, 8, 15, 2, 7, 6
2024/5/4, 8, 17, 14, 7, 7, 6
2024/5/5, 16, 22, 8, 11, 7, 7
2024/5/6, 21, 13, 11, 5, 7, 24
2024/5/7, 17, 16, 8, 4, 7, 7
2024/5/8, 16, 16, 12, 6, 7, 4
2024/5/9, 17, 15, 11, 2, 7, 4
2024/5/10, 21, 17, 11, 3, 7, 3
2024/5/11, 24, 11, 7, 5, 8, 3
2024/5/12, 14, 13, 10, 6, 8, 4
2024/5/13, 15, 17, 17, 5, 8, 4
2024/5/14, 22, 16, 16, 2, 8, 4
2024/5/15, 22, 24, 25, 5, 8, 4
2024/5/16, 28, 21, 18, 2, 8, 4
2024/5/17, 29, 13, 12, 1, 8, 3
2024/5/18, 19, 8, 11, 3, 8, 3
2024/5/19, 11, 8, 10, 3, 8, 4
2024/5/20, 7, 14, 13, 4, 8, 4
2024/5/21, 16, 14, 14, 3, 8, 4
2024/5/22, 15, 13, 20, 4, 8, 4
2024/5/23, 15, 10, 15, 2, 8, 5
2024/5/24, 13, 4, 8, 1, 8, 3
2024/5/25, 3, 7, 8, , 8, 3
2024/5/26, 9, 16, 14, 3, 8, 3
2024/5/27, 19, 11, 10, 2, 8, 3
2024/5/28, 14, 11, 13, 3, 9, 3
2024/5/29, 14, 15, 11, 3, 9, 3
2024/5/30, 22, 10, 8, 2, 8, 4
2024/5/31, 9, 9, 20, 2, 9, 4
2024/6/1, 10, 10, 11, 3, 9, 3
2024/6/2, 12, 8, 11, 1, 9, 3
2024/6/3, 10, 12, 9, 3, 9, 3
2024/6/4, 14, 9, 5, 3, 9, 4
2024/6/5, 11, 11, 8, 2, 9, 5
2024/6/6, 10, 11, 6, 4, 9, 5
2024/6/7, 11, 8, 8, 2, 9, 4
2024/6/8, 10, 7, 7, 4, 9, 4
2024/6/9, 7, 10, 7, 2, 9, 4
2024/6/10, 12, 8, 8, 1, 9, 3
2024/6/11, 11, 11, 9, 1, 9, 3
2024/6/12, 13, 15, 14, 2, 10, 4
2024/6/13, 17, 18, 18, 3, 10, 4
2024/6/14, 21, 16, 12, 3, 9, 4
2024/6/15, 19, 13, 10, 2, 9, 4
2024/6/16, 16, 12, 12, 1, 10, 4
2024/6/17, 17, 6, 11, 3, 10, 4
2024/6/18, 8, 8, 11, 1, 10, 4
2024/6/19, 13, 9, 12, 1, 10, 4
2024/6/20, 14, 10, 11, 1, 10, 4
2024/6/21, 16, 10, 6, , 10, 4
2024/6/22, 12, 11, 6, 2, 10, 4
2024/6/23, 11, 7, 5, 2, 10, 4
2024/6/24, 6, 7, 4, 3, 9, 5
2024/6/25, 7, 7, 4, 2, 9, 5
2024/6/26, 9, 9, 5, 1, 9, 5
2024/6/27, 10, 8, 7, 2, 9, 5
2024/6/28, 10, 8, 7, 1, 9, 4
2024/6/29, 12, 9, 10, 1, 10, 4
2024/6/30, 11, 9, 10, 1, 10, 4
2024/1/2, 1, 6, 7, 7, 5, 7
2024/1/3, 1, 6, 13, 8, 5, 8
2024/1/4, 1, 6, 12, 12, 5, 8
2024/1/5, 1, , 12, 8, , 7
2024/1/8, 1, 19, 13, 4, 5, 6
2024/1/9, 18, 26, 7, 8, 6, 7
2024/1/10, 32, , , , , 
2024/1/13, 14, 29, 12, 14, 7, 7
2024/1/14, 28, 27, 12, 12, 21, 6
2024/1/15, 23, 27, 15, 8, 39, 6
2024/1/16, 24, 30, 12, 4, 31, 6
2024/1/17, 36, , , , , 
2024/1/25, 10, 27, 6, 9, 3, 8
2024/1/26, 17, 9, 6, 5, 4, 8
2024/1/27, 4, 10, 5, 6, 9, 7
2024/1/28, 2, 4, 5, 1, 9, 7
2024/1/29, 1, 21, 2, 14, 5, 9
2024/1/30, 6, 23, 2, 11, 5, 9
2024/1/31, 17, 18, 5, 7, 7, 9
2024/2/1, 10, 10, 9, 1, 7, 6
2024/2/2, 3, 18, 8, 4, 7, 6
2024/2/3, 8, 16, 9, 4, 6, 6
2024/2/4, 8, 17, 6, 4, 6, 7
2024/2/5, 14, 11, 4, 6, 21, 3
2024/2/6, 10, 10, 4, 4, 20, 3
2024/2/7, 10, 6, 5, 2, 10, 3
2024/2/8, 3, , , , , 
2024/2/10, 9, 8, 12, 4, 9, 3
2024/2/11, 7, 10, 14, 5, 9, 3
2024/2/12, 9, 17, 10, 5, 9, 2
2024/2/13, 19, 8, 11, 2, 9, 1
2024/2/14, 7, 12, 10, 4, 9, 1
2024/2/15, 10, 7, 12, 4, 8, 1
2024/2/16, 4, 9, 12, 4, 7, 1
2024/2/17, 7, 7, 7, 3, 6, 1
2024/2/18, 7, 7, 7, 2, 6, 1
2024/2/19, 5, 6, 7, 1, 5, 1
2024/2/20, 4, 11, 6, 3, 5, 1
2024/2/21, 9, 8, 8, 4, 5, 2
2024/2/22, 6, 9, 3, 7, 5, 4
2024/2/23, 6, 3, 3, 6, 5, 5
2024/2/24, 1, 6, 3, 3, 5, 5
2024/2/25, 3, 5, 3, 4, 5, 5
2024/2/26, 2, 7, 3, 5, 5, 5
2024/2/27, 13, 9, 2, 6, 5, 5
2024/2/28, 6, 5, 3, 4, 5, 5
2024/2/29, 2, 6, 5, 3, 5, 4
2024/3/1, 2, 9, 8, 4, 5, 5
2024/3/2, 4, 16, 9, 8, 5, 5
2024/3/3, 9, 11, 4, 6, 5, 8
2024/3/4, 19, 13, 15, 3, 5, 6
2024/3/5, 13, 21, 10, 5, 5, 5
2024/3/6, 15, 25, 10, 8, 5, 5
2024/3/7, 16, 24, 13, 11, 5, 6
2024/3/8, 17, 2, 7, 4, 5, 6
2024/3/9, 1, 2, 8, 4, , 5
2024/3/10, 1, 4, 8, 3, , 5
2024/3/11, 3, 13, 16, 4, 5, 5
2024/3/12, 8, 7, 14, 6, 5, 5
2024/3/13, 5, 6, 5, 8, 5, 5
2024/3/14, 6, 29, 6, 4, 5, 5
2024/3/15, 43, 27, 5, 4, 5, 5
2024/3/16, 37, 30, 3, 5, , 5
2024/3/17, 39, 22, 3, 3, 5, 4
2024/3/18, 30, 11, 6, 3, 5, 5
2024/3/19, 11, 40, 7, 7, 5, 5
2024/3/20, 37, 33, 18, 6, 5, 5
2024/3/21, 39, 26, 10, 4, 5, 5
2024/3/22, 34, 17, 9, 2, 5, 4
2024/3/23, 25, 17, 7, 2, 5, 5
2024/3/24, 21, 13, 7, 2, 5, 5
2024/3/25, 17, 13, 8, 2, 5, 4
2024/3/26, 15, 8, 7, 1, 5, 5
2024/3/27, 10, 13, 4, 4, 5, 6
2024/3/28, 14, 17, 12, 2, 5, 6
2024/3/29, 17, 10, 8, 2, 5, 6
2024/3/30, 13, 9, 11, 2, 5, 5
2024/3/31, 13, 13, 12, 2, 5, 5
2023/10/1, 20, 21, 5, 3, , 5
2023/10/2, 19, 20, 7, 8, , 5
2023/10/3, 21, 21, 6, 4, , 5
2023/10/4, 25, 21, 7, 5, , 5
2023/10/5, 26, 24, 10, 5, , 6
2023/10/6, 25, , , , , 
2023/10/10, 15, 20, 6, 3, , 4
2023/10/11, 13, 17, 5, 5, 1, 5
2023/10/12, 15, 21, 8, 5, , 4
2023/10/13, 19, 25, 8, 8, , 5
2023/10/14, 21, 22, 8, 5, , 5
2023/10/15, 17, 24, 9, 5, , 5
2023/10/16, 22, , , , , 
2023/10/18, 21, 10, 5, 4, , 4
2023/10/19, 9, 9, 4, 5, 1, 4
2023/10/20, 7, 20, 5, 3, , 5
2023/10/21, 13, 11, 4, 4, , 5
2023/10/22, 8, 21, 5, 9, , 5
2023/10/23, 21, 29, 5, 9, , 5
2023/10/24, 25, 32, 16, 12, 4, 6
2023/10/25, 27, 29, 15, 9, , 4
2023/10/26, 27, 37, 13, 12, , 5
2023/10/27, 31, 27, 12, 6, , 5
2023/10/28, 23, 20, 9, 2, , 5
2023/10/29, 21, 17, 10, 3, , 5
2023/10/30, 12, 24, 14, 5, , 5
2023/10/31, 20, 30, 18, 8, , 6
2023/11/1, 27, 36, 15, 13, , 5
2023/11/2, 32, 34, 10, 7, , 5
2023/11/3, 41, 14, 8, 1, , 4
2023/11/4, 18, 18, 9, 5, , 3
2023/11/5, 22, 23, 9, 5, , 4
2023/11/6, 25, 22, 13, 2, , 4
2023/11/7, 17, 22, 13, 5, 3, 1
2023/11/8, 27, 13, 9, 7, 3, 1
2023/11/9, 13, 7, 8, 3, 2, 6
2023/11/10, 9, , , , , 
2023/11/12, 19, 12, 5, 6, 1, 1
2023/11/13, 12, 10, 7, , 1, 1
2023/11/14, 11, 18, 8, 9, 4, 7
2023/11/15, 21, 6, 6, 6, 4, 6
2023/11/16, 7, , , , , 
2023/11/18, 23, 23, 3, 15, 23, 7
2023/11/19, 28, , , , , 
2023/12/5, 21, 11, 6, 6, 14, 7
2023/12/6, 15, 1, 12, 6, 12, 7
2023/12/13, 1, 5, 11, 4, 11, 6
2023/12/14, 1, 5, 4, 3, 11, 5
2023/12/15, 1, 5, 5, 5, 11, 6
2023/12/16, 1, 5, 3, 7, 10, 7
2023/12/17, 1, 5, 3, 9, 10, 7
2023/12/18, 1, 5, 3, 4, 10, 7
2023/12/19, 1, 5, 7, 8, 6, 6
2023/12/20, 1, 6, 11, 5, 6, 7
2023/12/21, 1, 5, 11, 6, 7, 7
2023/7/1, 14, 12, 9, 3, 10, 4
2023/7/2, 13, 12, 9, 30, 10, 4
2023/7/3, 13, 12, 8, 71, 10, 4
2023/7/4, 13, 8, 7, 52, 9, 3
2023/7/5, 9, 13, 9, 4, 9, 4
2023/7/6, 15, 18, 7, 1, 9, 4
2023/7/7, 23, 15, 7, 2, 9, 4
2023/7/8, 19, 14, 8, 3, 9, 
2023/7/9, 18, 12, 9, 5, 10, 4
2023/7/10, 14, 10, 9, 4, , 4
2023/7/11, 11, 11, 11, 4, , 
2023/7/12, 13, , , , , 
2023/8/8, 7, 14, 9, 5, 11, 7
2023/8/9, 13, 24, 11, 10, 11, 7
2023/8/10, 21, 12, 7, 8, 11, 7
2023/8/11, 11, 12, 3, 8, 10, 8
2023/8/12, 14, 1, 3, 6, 10, 8
2023/8/14, 2, 1, 11, 4, 10, 3
2023/8/23, 6, 10, 7, 4, 12, 1
2023/8/24, 10, 9, 7, 5, 12, 1
2023/8/25, 9, 15, 4, 63, 12, 1
2023/8/26, 16, 16, 8, 69, , 
2023/8/27, 14, 18, 6, 69, , 
2023/8/28, 15, 17, 6, 38, , 
2023/8/29, 11, 19, 12, , , 
2023/8/30, 13, 20, 14, 2, , 
2023/8/31, 17, 17, 14, 1, , 
2023/9/1, 16, 13, 13, 1, , 
2023/9/2, 12, 8, 9, 5, , 
2023/9/3, 8, 9, 7, , , 
2023/9/4, 7, 12, 10, , , 
2023/9/5, 11, 16, 14, 2, 7, 5
2023/9/6, 16, 21, 10, 2, 1, 5
2023/9/7, 22, 17, 12, 2, , 5
2023/9/8, 19, 14, 10, 2, , 5
2023/9/9, 16, 12, 10, 1, , 5
2023/9/10, 12, 11, 9, 3, , 5
2023/9/11, 13, 10, 6, 2, 38, 6
2023/9/12, 11, 10, 6, , 44, 5
2023/9/13, 8, 6, 7, , 45, 5
2023/9/14, 5, , , , , 
2023/9/18, 4, 6, 7, , , 3
2023/9/19, 6, 7, 5, 1, , 3
2023/9/20, 7, 10, 4, 2, , 3
2023/9/21, 10, 14, 5, 2, , 3
2023/9/22, 13, 15, 6, 3, , 3
2023/9/23, 15, 20, 7, 5, , 3
2023/9/24, 18, 21, 5, 4, , 4
2023/9/25, 20, 7, 4, 5, , 4
2023/9/26, 9, 7, 3, 2, 1, 4
2023/9/27, 9, 11, 4, 3, 1, 5
2023/9/28, 12, 14, 4, 3, 1, 5
2023/9/29, 13, 26, 3, 2, , 6
2023/9/30, 25, 20, 3, 4, , 6
2023/4/1, 22, 24, 12, 5, 6, 8
2023/4/2, 29, 23, 10, 1, 6, 6
2023/4/3, 27, 30, 10, 4, 6, 7
2023/4/4, 33, 34, 11, 3, 5, 6
2023/4/5, 38, 38, 12, 6, 5, 7
2023/4/6, 40, 38, 16, 15, 5, 7
2023/4/7, 27, 28, 12, 10, 4, 4
2023/4/8, 28, 25, 11, 12, 4, 3
2023/4/9, 31, 18, 8, 20, 4, 3
2023/4/10, 23, 21, 11, 10, 4, 3
2023/4/11, 22, 42, 12, 10, 4, 2
2023/4/12, 49, 31, 13, 7, 3, 1
2023/4/13, 33, 41, 7, 13, 3, 2
2023/4/14, 41, 42, 10, 11, 3, 3
2023/4/15, 46, 44, 28, 11, 3, 2
2023/4/16, 42, 49, 13, 9, 2, 3
2023/4/17, 50, 35, 12, 2, 2, 1
2023/4/18, 34, 47, 13, 6, 1, 1
2023/4/19, 48, 43, 19, 15, 1, 2
2023/4/20, 41, 50, 16, 8, 1, 1
2023/4/21, 60, 32, 16, 2, 1, 1
2023/4/22, 41, 30, 11, 2, 1, 1
2023/4/23, 36, 21, 7, 1, , 
2023/4/24, 25, , , , , 
2023/4/27, 26, 22, 16, 3, 1, 3
2023/4/28, 24, 22, 11, 12, 1, 4
2023/4/29, 20, 30, 18, 7, 1, 4
2023/4/30, 22, 62, 28, 6, 1, 4
2023/5/1, 59, 37, 19, 4, , 4
2023/5/2, 33, 21, 12, 3, , 3
2023/5/3, 23, 24, 10, 2, , 3
2023/5/4, 29, 34, 15, 3, 1, 3
2023/5/5, 40, 36, 17, 1, , 3
2023/5/6, 44, 34, 17, 2, , 3
2023/5/7, 39, 17, 12, 9, , 3
2023/5/8, 14, 24, 15, 14, 1, 3
2023/5/9, 23, 16, 14, 2, 2, 3
2023/5/10, 20, 11, 9, 6, , 13
2023/5/11, 10, 17, 7, 5, , 14
2023/5/12, 8, 9, 8, 5, , 13
2023/5/13, 5, 19, 13, 6, 3, 15
2023/5/14, 16, 25, 14, 8, 1, 13
2023/5/15, 21, 15, 10, 5, , 7
2023/5/16, 15, 33, 18, 8, , 2
2023/5/17, 32, 36, 20, 6, 1, 1
2023/5/18, 36, , , , , 
2023/5/21, 40, 34, 12, 4, , 1
2023/5/22, 40, 37, 11, 6, , 1
2023/5/23, 35, 52, 10, 12, , 2
2023/5/24, 50, 22, 9, 8, , 1
2023/5/25, 22, 17, 9, 3, 10, 2
2023/5/26, 16, 14, 8, 2, 10, 3
2023/5/27, 13, 27, 12, 7, 10, 3
2023/5/28, 22, 33, 7, 6, 10, 4
2023/5/29, 30, 27, 11, 5, 10, 4
2023/5/30, 26, 20, 7, 4, 11, 4
2023/5/31, 20, 23, 10, 4, 11, 4
2023/6/1, 19, 18, 12, 3, 10, 4
2023/6/2, 17, 23, 10, 5, 10, 4
2023/6/3, 20, , , , , 
2023/6/6, 17, 22, 9, 10, 12, 2
2023/6/7, 16, , , , , 
2023/6/11, 17, 18, 11, 6, 11, 5
2023/6/12, 14, 25, 9, 9, 11, 5
2023/6/13, 19, 26, 6, 12, 11, 5
2023/6/14, 19, 19, 11, 8, 11, 5
2023/6/15, 17, 18, 9, 3, 10, 4
2023/6/16, 16, 16, 9, 3, 10, 4
2023/6/17, 17, 14, 9, 3, 10, 4
2023/6/18, 14, 11, 9, 3, 11, 4
2023/6/19, 10, 12, 9, 3, 11, 4
2023/6/20, 11, 19, 10, 6, 10, 4
2023/6/21, 17, , , , , 
2023/6/23, 23, 16, 5, 6, 11, 4
2023/6/24, 12, 13, 5, 7, 11, 4
2023/6/25, 10, 10, 6, 5, 11, 4
2023/6/26, 8, 10, 6, 5, 11, 4
2023/6/27, 9, 13, 6, 3, 10, 4
2023/6/28, 11, 8, 8, 1, 10, 4
2023/6/29, 9, 13, 10, 3, 10, 4
2023/6/30, 15, 13, 10, 4, 10, 4
2023/1/2, 1, 1, 8, 15, , 3
2023/1/3, 1, 1, 16, 19, , 4
2023/1/4, 1, 1, 10, 21, , 5
2023/1/5, 1, 1, 17, 15, , 4
2023/1/6, 1, 1, 19, 16, , 3
2023/1/7, 1, 1, 20, 21, , 4
2023/1/8, 1, 1, 13, 16, , 3
2023/1/9, 1, 1, 9, 11, , 3
2023/1/10, 1, 1, 7, 14, , 3
2023/1/11, 1, 1, 10, 14, , 3
2023/1/12, 1, 1, 17, 9, , 3
2023/1/13, 1, 1, 17, 13, , 3
2023/1/14, 1, 1, 10, 15, 1, 3
2023/1/15, 1, 1, 8, 12, , 2
2023/1/16, 1, 1, 11, 10, , 2
2023/1/17, 1, 1, 12, 11, , 3
2023/1/18, 1, 1, 16, 21, , 3
2023/1/19, 1, 1, 21, 10, , 3
2023/1/20, 1, 1, 23, 11, , 3
2023/1/21, 1, 1, 18, 10, , 3
2023/1/22, 1, 1, 12, 9, , 3
2023/1/23, 1, 1, 16, 6, , 3
2023/1/24, 1, 1, 22, 6, , 2
2023/1/25, 1, 1, 18, 19, , 3
2023/1/26, 1, 1, 14, 7, 1, 2
2023/1/27, 1, 1, 21, 9, , 2
2023/1/28, 1, , 23, 15, 1, 3
2023/2/10, 1, 1, 11, 5, , 2
2023/2/11, 1, 1, 9, 4, , 2
2023/2/12, 1, 1, 11, 6, , 3
2023/2/13, 1, 1, 11, 10, , 3
2023/2/14, 1, 1, 13, 12, , 3
2023/2/15, 1, 1, 18, 16, , 3
2023/2/16, 1, 1, 25, 13, , 2
2023/2/17, 1, 1, 20, 11, , 2
2023/2/18, 1, 1, 16, 13, , 2
2023/2/19, 1, 1, 25, 12, , 4
2023/2/20, 1, 1, 33, 12, , 4
2023/2/21, 1, 1, 28, 10, 22, 2
2023/2/22, 1, 1, 24, 9, 18, 3
2023/2/23, 1, 1, 13, 18, , 
2023/2/24, 1, 1, 22, 11, , 
2023/2/25, 1, 1, 23, 17, , 
2023/2/26, 1, 1, 28, 19, , 
2023/2/27, 1, 1, 24, 17, , 
2023/2/28, 1, 1, 18, 14, , 
2023/3/1, 1, 1, 30, 13, , 
2023/3/2, 1, 30, 30, 11, , 
2023/3/3, 32, 45, 27, 16, , 
2023/3/4, 54, 43, 33, 13, , 
2023/3/5, 48, 50, 27, 15, , 
2023/3/6, 54, 43, 24, 8, , 
2023/3/7, 42, 38, 18, 10, , 
2023/3/8, 40, 36, 23, 7, , 
2023/3/9, 38, 39, 20, 9, , 
2023/3/10, 40, 37, 20, 9, , 
2023/3/11, 36, 41, 17, 10, , 
2023/3/12, 40, 72, 14, 14, , 
2023/3/13, 68, 78, 27, 11, , 
2023/3/14, 80, 60, 19, 13, , 
2023/3/15, 65, 36, 17, 9, , 
2023/3/16, 39, 22, 15, 4, , 
2023/3/17, 25, 26, 18, 6, , 
2023/3/18, 27, 21, 14, 3, , 
2023/3/19, 24, 21, 10, 4, , 
2023/3/20, 25, 14, 9, 3, , 
2023/3/21, 18, 34, 13, 3, , 
2023/3/22, 43, 35, 15, 2, , 
2023/3/23, 42, 38, 12, 3, , 
2023/3/24, 44, 41, 7, 10, , 
2023/3/25, 48, 23, 6, 11, , 
2023/3/26, 19, 17, 6, 7, , 
2023/3/27, 13, 13, 6, 8, , 
2023/3/28, 11, 17, 5, 10, , 
2023/3/29, 16, 22, 4, 10, 7, 8
2023/3/30, 23, 35, 6, 16, 8, 9
2023/3/31, 35, 18, 4, 14, 7, 10
2022/10/1, 1, 1, 5, 10, 4, 3
2022/10/2, 1, 1, 9, 6, 3, 3
2022/10/3, 1, 1, 10, 9, 4, 3
2022/10/4, 1, 1, 15, 10, 4, 3
2022/10/5, 1, , , , , 
2022/10/7, 1, 1, 13, 14, 3, 4
2022/10/8, 1, 1, 16, 9, 2, 3
2022/10/9, 1, 1, 12, 11, 2, 3
2022/10/10, 1, 1, 19, 16, 1, 2
2022/10/11, 1, 1, 27, 16, 1, 3
2022/10/12, 1, 1, 27, 16, 1, 3
2022/10/13, 1, 1, 28, 16, 1, 3
2022/10/14, 1, 1, 31, 19, 1, 4
2022/10/15, 1, 1, 27, 14, , 3
2022/10/16, 1, 1, 24, 20, 5, 3
2022/10/17, 1, 1, 26, 20, 8, 3
2022/10/18, 1, 1, 19, 15, , 3
2022/10/19, 1, , 15, 9, , 3
2022/10/21, 1, 1, 28, 12, , 4
2022/10/22, 1, 1, 8, 23, , 7
2022/10/23, 1, , , , , 
2022/10/26, 1, 1, 16, 12, 1, 2
2022/10/27, 1, 1, 30, 17, 1, 4
2022/10/28, 1, 1, 27, 16, 5, 4
2022/10/29, 1, 1, 26, 14, 1, 4
2022/10/30, 1, 1, 16, 12, 4, 3
2022/10/31, 1, 1, 14, 22, 6, 3
2022/11/1, 1, 1, 26, 17, , 3
2022/11/2, 1, 1, 31, 19, 4, 3
2022/11/3, 1, 1, 27, 16, 4, 4
2022/11/4, 1, 1, 26, 14, , 3
2022/11/5, 1, 1, 22, 14, 5, 4
2022/11/6, 1, 1, 26, 13, 1, 4
2022/11/7, 1, 1, 25, 17, 3, 4
2022/11/8, 1, 1, 16, 18, 3, 4
2022/11/9, 1, 1, 16, 12, , 3
2022/11/10, 1, 1, 14, 18, , 3
2022/11/11, 1, 1, 16, 13, , 3
2022/11/12, 1, 1, 12, 15, , 3
2022/11/13, 1, 1, 15, 11, 1, 4
2022/11/14, 1, 1, 15, 9, , 3
2022/11/15, 1, 1, 13, 7, 1, 3
2022/11/16, 1, 1, 15, 3, 1, 3
2022/11/17, 1, 1, 13, 4, 1, 3
2022/11/18, 1, 1, 13, 11, 1, 3
2022/11/19, 1, 1, 16, 12, 2, 4
2022/11/20, 1, 1, 20, 19, 2, 5
2022/11/21, 1, 1, 13, 12, 1, 5
2022/11/22, 1, 1, 13, 10, 1, 5
2022/11/23, 1, 1, 5, 12, 2, 6
2022/11/24, 1, 1, 9, 16, 3, 6
2022/11/25, 1, 1, 10, 10, 1, 6
2022/11/26, 1, 1, 9, 5, 1, 4
2022/11/27, 1, 1, 9, 2, , 3
2022/11/28, 1, 1, 8, 2, , 3
2022/11/29, 1, 1, 7, 11, 1, 4
2022/11/30, 1, 1, 6, 10, 1, 4
2022/12/1, 1, 1, 3, 16, 1, 4
2022/12/2, 1, 1, 5, 18, , 4
2022/12/3, 1, 1, 5, 13, 2, 4
2022/12/4, 1, 1, 4, 12, 4, 4
2022/12/5, 1, 1, 13, 16, 4, 4
2022/12/6, 1, 1, 10, 16, 13, 5
2022/12/7, 1, 1, 10, 12, , 4
2022/12/8, 1, 1, 7, 12, , 1
2022/12/9, 1, 1, 10, 12, , 1
2022/12/10, 1, 1, 17, 15, 4, 3
2022/12/11, 1, 1, 22, 16, , 3
2022/12/12, 1, 1, 21, 23, , 4
2022/12/13, 1, 1, 24, 24, 3, 3
2022/12/14, 1, 1, 55, 21, , 10
2022/12/15, 1, 1, 23, 27, , 3
2022/12/16, 1, 1, 18, 14, , 2
2022/12/17, 1, 1, 21, 14, , 1
2022/12/18, 1, 1, 21, 40, , 2
2022/12/19, 1, 1, 17, 31, , 3
2022/12/20, 1, 1, 27, 16, , 2
2022/12/21, 1, 1, 22, 29, , 3
2022/12/22, 1, 1, 29, 29, , 2
2022/12/23, 1, 1, 29, 25, , 2
2022/12/24, 1, 1, 30, 30, , 2
2022/12/25, 1, 1, 26, 26, , 2
2022/12/26, 1, 1, 29, 23, , 2
2022/12/27, 1, 1, 23, 24, , 2
2022/12/28, 1, 1, 12, 18, , 2
2022/12/29, 1, 1, 12, 18, , 2
2022/12/30, 1, 1, 15, 24, , 3
2022/12/31, 1, 1, 20, 18, , 2
2023/1/1, 1, 1, 13, 17, , 2
2022/7/1, 8, 18, 13, 10, 4, 6
2022/7/2, 10, 22, 23, 14, 5, 7
2022/7/3, 12, 18, 17, 6, 3, 5
2022/7/4, 8, 12, 15, 2, 3, 5
2022/7/5, 6, 16, 15, 9, 3, 5
2022/7/6, 6, 14, 6, 14, 4, 6
2022/7/7, 7, 11, 8, 9, 4, 6
